(44, 2, 0)	2	0	4486	4635	6	6
(2, 45, 0)	1	0	5965	107	11	10
(45, 2, 0)	2	0	119	1707	9	9
(2, 46, 0)	1	0	6213	7687	7	6
(46, 2, 0)	2	0	6892	3607	5	5
(2, 47, 0)	1	0	3238	6957	5	4
(47, 2, 0)	2	3	13438	2852	8	7
(3, 4, 0)	2	0	21704	16046	12	12
(4, 3, 0)	2	0	23685	15732	17	17
(3, 5, 0)	1	4	4773	0	1	0
(5, 3, 0)	2	4	0	0	0	0
(3, 6, 0)	1	0	36315	70680	26	25
(6, 3, 0)	1	0	41046	19410	11	10
(3, 7, 0)	1	0	34111	22997	21	20
(7, 3, 0)	1	0	31735	32318	20	19
(3, 8, 0)	2	0	24519	16695	12	12
(8, 3, 0)	2	0	61888	45142	27	27
(3, 9, 0)	2	0	16227	9472	13	13
(9, 3, 0)	1	0	13143	15299	12	11
(3, 10, 0)	1	0	21414	14526	15	14
(10, 3, 0)	1	0	5555	30275	28	27
(3, 11, 0)	2	0	17343	8890	12	12
(11, 3, 0)	2	0	67758	30582	25	25
(3, 12, 0)	1	0	62957	34801	37	36
(12, 3, 0)	2	0	36119	36365	33	33
(3, 13, 0)	2	0	17086	11906	10	10
(13, 3, 0)	2	0	15829	15940	11	11
(3, 14, 0)	2	0	17115	9455	12	12
(14, 3, 0)	1	0	62644	44667	28	27
(3, 15, 0)	1	0	40675	45095	29	28
(15, 3, 0)	2	0	8123	8490	12	12
(3, 16, 0)	1	0	15849	26864	12	11
(16, 3, 0)	2	0	56978	23390	24	24
(3, 17, 0)	1	0	34543	29866	18	17
(17, 3, 0)	2	0	76646	38811	27	27
(3, 18, 0)	2	0	17469	22456	12	12
(18, 3, 0)	2	0	91545	50703	35	35
(3, 19, 0)	2	0	17381	11614	12	12
(19, 3, 0)	2	0	12160	17587	12	12
(3, 20, 0)	1	0	79214	98911	29	28
(20, 3, 0)	2	0	16916	24672	15	15
(3, 21, 0)	1	0	11580	8862	9	8
(21, 3, 0)	2	0	12405	20154	18	18
(3, 22, 0)	1	0	23192	29444	16	15
(22, 3, 0)	2	0	20504	16223	15	15
(3, 23, 0)	1	0	12910	18331	7	6
(23, 3, 0)	2	0	61007	28239	22	22
(3, 24, 0)	1	0	27314	69427	20	19
(24, 3, 0)	2	0	41477	22323	14	14
(3, 25, 0)	1	0	14471	1988	11	10
(25, 3, 0)	2	0	2328	11815	12	12
(3, 26, 0)	1	0	21403	6556	18	17
(26, 3, 0)	2	0	5103	25955	14	14
(3, 27, 0)	1	0	15963	6621	11	10
(27, 3, 0)	2	0	47282	24159	21	21
(3, 28, 0)	1	0	20031	45006	11	10
(28, 3, 0)	2	0	54917	24461	14	14
(3, 29, 0)	1	0	27372	107	18	17
(29, 3, 0)	2	0	152	6718	8	8
(3, 30, 0)	1	0	17565	11807	15	14
(30, 3, 0)	2	0	16803	21508	16	16
(3, 31, 0)	1	0	14035	14754	11	10
(31, 3, 0)	2	0	17820	8943	11	11
(3, 32, 0)	1	0	8537	6952	6	5
(32, 3, 0)	2	0	17058	12050	13	13
(3, 33, 0)	1	0	11766	85	11	10
(33, 3, 0)	2	0	6	15800	12	12
(3, 34, 0)	1	0	13325	27	11	10
(34, 3, 0)	2	0	6	13706	12	12
(3, 35, 0)	1	0	7458	5043	6	5
(35, 3, 0)	2	0	10706	12617	11	11
(3, 36, 0)	1	0	16735	7253	8	7
(36, 3, 0)	2	0	10523	15289	10	10
(3, 37, 0)	1	0	12749	1523	9	8
(37, 3, 0)	2	0	126	9409	8	8
(3, 38, 0)	1	0	21552	4141	17	16
(38, 3, 0)	2	0	729	4697	5	5
(3, 39, 0)	1	0	12722	95	10	9
(39, 3, 0)	2	0	87	15005	9	9
(3, 40, 0)	1	0	16244	18861	11	10
(40, 3, 0)	2	0	18278	6758	7	7
(3, 41, 0)	1	0	15900	37566	12	11
(41, 3, 0)	2	0	37185	10483	11	11
(3, 42, 0)	1	0	17978	13580	13	12
(42, 3, 0)	2	0	14744	14362	12	12
(3, 43, 0)	1	0	12425	2299	10	9
(43, 3, 0)	2	0	2090	11029	9	9
(3, 44, 0)	1	0	19865	8070	11	10
(44, 3, 0)	2	0	3586	15162	6	6
(3, 45, 0)	1	0	14093	87	8	7
(45, 3, 0)	2	0	89	16817	10	10
(3, 46, 0)	1	0	33150	13823	12	11
(46, 3, 0)	2	0	8847	9959	7	7
(3, 47, 0)	1	0	11793	8279	5	4
(47, 3, 0)	2	3	10720	9363	4	3
(4, 5, 0)	1	4	4926	0	1	0
(5, 4, 0)	2	4	0	0	0	0
(4, 6, 0)	2	0	68726	76827	32	32
(6, 4, 0)	2	0	40894	14839	14	14
(4, 7, 0)	1	0	40942	32859	28	27
(7, 4, 0)	2	0	47870	58151	30	30
(4, 8, 0)	1	0	22787	23438	15	14
(8, 4, 0)	1	0	52207	46223	25	24
(4, 9, 0)	2	0	71801	69157	50	50
(9, 4, 0)	2	0	9286	6983	11	11
(4, 10, 0)	1	0	25936	11956	14	13
(10, 4, 0)	2	0	3617	17730	13	13
(4, 11, 0)	1	0	12246	17009	10	9
(11, 4, 0)	2	0	81198	64872	35	35
(4, 12, 0)	1	0	25082	8910	18	17
(12, 4, 0)	1	0	15882	27445	18	17
(4, 13, 0)	1	0	19223	26313	13	12
(13, 4, 0)	1	0	27748	22878	21	20
(4, 14, 0)	1	0	28754	27328	17	16
(14, 4, 0)	1	0	61041	57420	35	34
(4, 15, 0)	2	0	54988	62816	36	36
(15, 4, 0)	2	0	8055	12319	13	13
(4, 16, 0)	1	0	29162	37615	17	16
(16, 4, 0)	2	0	17171	18738	10	10
(4, 17, 0)	1	0	24807	14617	16	15
(17, 4, 0)	2	0	26760	23740	14	14
(4, 18, 0)	1	0	11297	24176	13	12
(18, 4, 0)	2	0	33834	22546	16	16
(4, 19, 0)	1	0	11363	16035	10	9
(19, 4, 0)	2	0	11548	9689	10	10
(4, 20, 0)	1	0	21565	21575	16	15
(20, 4, 0)	2	0	15894	25414	17	17
(4, 21, 0)	1	0	11249	9699	14	13
(21, 4, 0)	2	0	21354	30148	20	20
(4, 22, 0)	1	0	19197	29911	13	12
(22, 4, 0)	2	0	16340	10129	9	9
(4, 23, 0)	1	0	26556	55864	21	20
(23, 4, 0)	2	0	32241	14438	10	10
(4, 24, 0)	1	0	22192	59242	17	16
(24, 4, 0)	2	0	32475	15095	10	10
(4, 25, 0)	1	0	17099	2586	14	13
(25, 4, 0)	2	0	1883	16419	10	10
(4, 26, 0)	1	0	10126	2681	9	8
(26, 4, 0)	2	0	4096	21466	15	15
(4, 27, 0)	1	0	20128	24365	12	11
(27, 4, 0)	2	0	21315	9907	7	7
(4, 28, 0)	1	0	8957	30050	8	7
(28, 4, 0)	2	0	45012	23445	11	11
(4, 29, 0)	1	0	14526	355	11	10
(29, 4, 0)	2	0	189	9651	9	9
(4, 30, 0)	1	0	22961	12871	13	12
(30, 4, 0)	2	0	24927	36984	22	22
(4, 31, 0)	1	0	14821	21048	11	10
(31, 4, 0)	2	0	20471	10243	11	11
(4, 32, 0)	1	0	4932	7211	6	5
(32, 4, 0)	2	0	14312	13408	10	10
(4, 33, 0)	1	0	12342	53	10	9
(33, 4, 0)	2	0	71	17622	10	10
(4, 34, 0)	1	0	13648	26	7	6
(34, 4, 0)	2	0	21	13549	9	9
(4, 35, 0)	1	0	16996	8801	10	9
(35, 4, 0)	2	0	9341	21623	9	9
(4, 36, 0)	1	0	26142	17543	18	17
(36, 4, 0)	2	0	19389	37815	19	19
(4, 37, 0)	1	0	20323	165	6	5
(37, 4, 0)	2	0	722	3389	8	8
(4, 38, 0)	1	0	5136	752	8	7
(38, 4, 0)	2	0	681	7057	5	5
(4, 39, 0)	1	0	18724	4	10	9
(39, 4, 0)	2	0	122	22760	15	15
(4, 40, 0)	1	0	4487	9187	6	5
(40, 4, 0)	2	0	13752	9135	6	6
(4, 41, 0)	1	0	13659	19161	8	7
(41, 4, 0)	2	0	39991	11189	13	13
(4, 42, 0)	1	0	11407	6329	7	6
(42, 4, 0)	2	0	12512	17372	12	12
(4, 43, 0)	1	0	14073	1434	7	6
(43, 4, 0)	2	0	2136	12220	9	9
(4, 44, 0)	1	0	10461	4485	6	5
(44, 4, 0)	2	0	3588	9909	5	5
(4, 45, 0)	1	0	4927	75	6	5
(45, 4, 0)	2	0	87	3691	7	7
(4, 46, 0)	1	0	12538	8881	8	7
(46, 4, 0)	2	0	7715	8282	6	6
(4, 47, 0)	1	3	4545	5711	2	2
(47, 4, 0)	2	3	13919	6245	7	6
(5, 6, 0)	2	4	0	0	0	0
(6, 5, 0)	1	4	4825	0	1	0
(5, 7, 0)	2	4	0	0	0	0
(7, 5, 0)	1	4	3555	0	1	0
(5, 8, 0)	2	4	0	0	0	0
(8, 5, 0)	1	4	2401	0	1	0
(5, 9, 0)	2	4	0	0	0	0
(9, 5, 0)	1	4	1279	0	1	0
(5, 10, 0)	2	4	0	0	0	0
(10, 5, 0)	1	4	1780	0	1	0
(5, 11, 0)	2	4	0	0	0	0
(11, 5, 0)	1	4	5291	0	1	0
(5, 12, 0)	2	4	0	0	0	0
(12, 5, 0)	1	4	881	0	1	0
(5, 13, 0)	2	4	0	0	0	0
(13, 5, 0)	1	4	2720	0	1	0
(5, 14, 0)	2	4	0	0	0	0
(14, 5, 0)	1	4	4276	0	1	0
(5, 15, 0)	2	4	0	0	0	0
(15, 5, 0)	1	4	2378	0	1	0
(5, 16, 0)	2	4	0	0	0	0
(16, 5, 0)	1	4	3009	0	1	0
(5, 17, 0)	2	4	0	0	0	0
(17, 5, 0)	1	4	4799	0	1	0
(5, 18, 0)	2	4	0	0	0	0
(18, 5, 0)	1	4	3371	0	1	0
(5, 19, 0)	2	4	0	0	0	0
(19, 5, 0)	1	4	5053	0	1	0
(5, 20, 0)	2	4	0	0	0	0
(20, 5, 0)	1	4	4850	0	1	0
(5, 21, 0)	2	4	0	0	0	0
(21, 5, 0)	1	4	480	0	1	0
(5, 22, 0)	2	4	0	0	0	0
(22, 5, 0)	1	4	5087	0	1	0
(5, 23, 0)	2	4	0	0	0	0
(23, 5, 0)	1	4	3588	0	1	0
(5, 24, 0)	2	4	0	0	0	0
(24, 5, 0)	1	4	3221	0	1	0
(5, 25, 0)	2	4	0	0	0	0
(25, 5, 0)	1	4	226	0	1	0
(5, 26, 0)	2	4	0	0	0	0
(26, 5, 0)	1	4	532	0	1	0
(5, 27, 0)	2	4	0	0	0	0
(27, 5, 0)	1	4	4883	0	1	0
(5, 28, 0)	2	4	0	0	0	0
(28, 5, 0)	1	4	4999	0	1	0
(5, 29, 0)	2	4	0	0	0	0
(29, 5, 0)	1	4	7	0	1	0
(5, 30, 0)	2	4	0	0	0	0
(30, 5, 0)	1	4	4953	0	1	0
(5, 31, 0)	2	4	0	0	0	0
(31, 5, 0)	1	4	7090	0	1	0
(5, 32, 0)	2	4	0	0	0	0
(32, 5, 0)	1	4	4491	0	1	0
(5, 33, 0)	2	4	0	0	0	0
(33, 5, 0)	1	4	1	0	1	0
(5, 34, 0)	2	4	0	0	0	0
(34, 5, 0)	1	4	0	0	1	0
(5, 35, 0)	2	4	0	0	0	0
(35, 5, 0)	1	4	3491	0	1	0
(5, 36, 0)	2	4	0	0	0	0
(36, 5, 0)	1	4	3341	0	1	0
(5, 37, 0)	2	4	0	0	0	0
(37, 5, 0)	1	4	32	0	1	0
(5, 38, 0)	2	4	0	0	0	0
(38, 5, 0)	1	4	193	0	1	0
(5, 39, 0)	2	4	0	0	0	0
(39, 5, 0)	1	4	129	0	1	0
(5, 40, 0)	2	4	0	0	0	0
(40, 5, 0)	1	4	2422	0	1	0
(5, 41, 0)	2	4	0	0	0	0
(41, 5, 0)	1	4	4463	0	1	0
(5, 42, 0)	2	4	0	0	0	0
(42, 5, 0)	1	4	3682	0	1	0
(5, 43, 0)	2	4	0	0	0	0
(43, 5, 0)	1	4	698	0	1	0
(5, 44, 0)	2	4	0	0	0	0
(44, 5, 0)	1	4	897	0	1	0
(5, 45, 0)	2	4	0	0	0	0
(45, 5, 0)	1	4	88	0	1	0
(5, 46, 0)	2	4	0	0	0	0
(46, 5, 0)	1	4	1837	0	1	0
(5, 47, 0)	2	4	0	0	0	0
(47, 5, 0)	1	4	4070	0	1	0
(6, 7, 0)	1	0	51557	17483	16	15
(7, 6, 0)	2	0	45420	70756	27	27
(6, 8, 0)	1	0	48187	27637	14	13
(8, 6, 0)	2	0	50232	72763	26	26
(6, 9, 0)	1	0	51382	14538	15	14
(9, 6, 0)	1	0	39941	72835	24	23
(6, 10, 0)	1	0	65944	19742	25	24
(10, 6, 0)	2	0	3808	60439	20	20
(6, 11, 0)	1	0	85752	60178	34	33
(11, 6, 0)	2	0	56488	63279	23	23
(6, 12, 0)	1	0	40917	8846	13	12
(12, 6, 0)	1	0	4000	28263	10	9
(6, 13, 0)	1	0	28451	8370	7	6
(13, 6, 0)	2	0	26621	51438	15	15
(6, 14, 0)	2	0	54649	28683	23	23
(14, 6, 0)	1	0	9037	28379	10	9
(6, 15, 0)	1	0	44523	16851	14	13
(15, 6, 0)	2	0	8202	48058	12	12
(6, 16, 0)	1	0	75168	60846	24	23
(16, 6, 0)	2	0	36950	54492	14	14
(6, 17, 0)	1	0	63503	40385	17	16
(17, 6, 0)	2	0	60028	68374	21	21
(6, 18, 0)	1	0	57657	42482	18	17
(18, 6, 0)	2	0	38636	51446	17	17
(6, 19, 0)	1	0	63273	49526	21	20
(19, 6, 0)	2	0	17496	40820	11	11
(6, 20, 0)	1	0	66090	37039	20	19
(20, 6, 0)	2	0	21828	57786	16	16
(6, 21, 0)	1	0	48123	13467	18	17
(21, 6, 0)	2	0	22731	57602	19	19
(6, 22, 0)	1	0	51469	62884	18	17
(22, 6, 0)	2	0	21199	44488	12	12
(6, 23, 0)	1	0	54828	58071	19	18
(23, 6, 0)	2	0	39588	40906	12	12
(6, 24, 0)	1	0	44584	41734	13	12
(24, 6, 0)	2	0	49855	51411	14	14
(6, 25, 0)	1	0	54699	2935	16	15
(25, 6, 0)	2	0	1569	32820	8	8
(6, 26, 0)	1	0	40855	2749	10	9
(26, 6, 0)	2	0	10017	82355	30	30
(6, 27, 0)	1	0	36671	13787	11	10
(27, 6, 0)	2	0	36631	44499	16	16
(6, 28, 0)	1	0	40941	40060	11	10
(28, 6, 0)	2	0	54995	44768	12	12
(6, 29, 0)	1	0	48134	137	12	11
(29, 6, 0)	2	0	53	28311	7	7
(6, 30, 0)	1	0	36696	10375	10	9
(30, 6, 0)	2	0	26726	60688	20	20
(6, 31, 0)	1	0	51444	22341	13	12
(31, 6, 0)	2	0	22142	28339	10	10
(6, 32, 0)	1	0	36767	8243	9	8
(32, 6, 0)	2	0	12958	48066	12	12
(6, 33, 0)	1	0	54692	7	14	13
(33, 6, 0)	2	0	41	32761	8	8
(6, 34, 0)	1	0	60520	11	17	16
(34, 6, 0)	2	0	12	37056	9	9
(6, 35, 0)	1	0	48231	14274	12	11
(35, 6, 0)	2	0	9057	28402	7	7
