(0, 1, 0)	1	0	517339	802393	43	42
(1, 0, 0)	2	0	850425	493791	32	32
(0, 2, 0)	1	0	341861	524251	34	33
(2, 0, 0)	1	0	394781	543443	32	31
(0, 3, 0)	1	0	172138	609650	21	20
(3, 0, 0)	2	0	98939	25918	10	10
(0, 4, 0)	1	0	420809	719467	35	34
(4, 0, 0)	2	0	689374	397032	25	25
(0, 5, 0)	1	0	360806	813460	36	35
(5, 0, 0)	2	0	160366	53048	11	11
(0, 6, 0)	1	0	169791	444489	20	19
(6, 0, 0)	2	0	676062	253547	24	24
(0, 7, 0)	1	0	347604	525995	36	35
(7, 0, 0)	2	0	193386	80395	18	18
(0, 8, 0)	1	0	245714	415344	27	26
(8, 0, 0)	2	0	276465	159659	18	18
(0, 9, 0)	1	0	108194	124735	13	12
(9, 0, 0)	2	0	232840	144319	20	20
(0, 10, 0)	1	0	188352	833506	26	25
(10, 0, 0)	2	0	604003	165483	22	22
(0, 11, 0)	1	0	148464	161646	17	16
(11, 0, 0)	2	0	253649	135411	20	20
(0, 12, 0)	1	0	241866	729420	26	25
(12, 0, 0)	2	0	683451	214419	30	30
(0, 13, 0)	1	0	60561	29833	16	15
(13, 0, 0)	2	0	34705	72420	13	13
(0, 14, 0)	1	0	161477	509324	21	20
(14, 0, 0)	2	0	419773	84084	18	18
(0, 15, 0)	1	0	260650	462635	22	21
(15, 0, 0)	2	0	273045	161207	21	21
(1, 2, 0)	2	0	913296	443656	43	43
(2, 1, 0)	1	0	94911	254616	16	15
(1, 3, 0)	1	0	589218	595469	22	21
(3, 1, 0)	2	0	98632	32052	10	10
(1, 4, 0)	1	0	380462	484509	21	20
(4, 1, 0)	2	0	838415	892032	44	44
(1, 5, 0)	1	0	183645	252626	15	14
(5, 1, 0)	2	0	178304	61105	10	10
(1, 6, 0)	1	0	334619	336180	20	19
(6, 1, 0)	2	0	612778	394483	21	21
(1, 7, 0)	1	0	484976	530301	35	34
(7, 1, 0)	2	0	298161	238792	21	21
(1, 8, 0)	1	0	579534	498574	27	26
(8, 1, 0)	2	0	199934	71356	19	19
(1, 9, 0)	2	0	957510	554021	62	62
(9, 1, 0)	2	0	272587	277024	24	24
(1, 10, 0)	1	0	251906	564718	19	18
(10, 1, 0)	2	0	766240	313290	22	22
(1, 11, 0)	1	0	169023	128067	17	16
(11, 1, 0)	2	0	357270	300523	28	28
(1, 12, 0)	1	0	460346	552585	22	21
(12, 1, 0)	2	0	761484	504293	42	42
(1, 13, 0)	1	0	166861	34069	17	16
(13, 1, 0)	2	0	278233	604602	36	36
(1, 14, 0)	1	0	348358	584694	23	22
(14, 1, 0)	2	0	489348	221182	20	20
(1, 15, 0)	1	0	164670	229183	15	14
(15, 1, 0)	2	0	306582	213021	15	15
(2, 3, 0)	1	0	430211	408232	25	24
(3, 2, 0)	2	0	96767	16708	10	10
(2, 4, 0)	2	0	888547	922572	64	64
(4, 2, 0)	1	0	689500	386521	25	24
(2, 5, 0)	1	0	389781	632627	23	22
(5, 2, 0)	2	0	179047	81425	13	13
(2, 6, 0)	1	0	466958	504654	27	26
(6, 2, 0)	2	0	875735	550006	40	40
(2, 7, 0)	2	0	522128	451184	30	30
(7, 2, 0)	2	0	513110	529822	35	35
(2, 8, 0)	1	0	589850	671949	45	44
(8, 2, 0)	2	0	114224	87832	16	16
(2, 9, 0)	1	0	300325	254163	21	20
(9, 2, 0)	2	0	222819	308683	20	20
(2, 10, 0)	1	0	94706	357677	18	17
(10, 2, 0)	2	0	817564	350910	30	30
(2, 11, 0)	1	0	490306	250329	29	28
(11, 2, 0)	2	0	259650	150701	20	20
(2, 12, 0)	1	0	95029	127001	12	11
(12, 2, 0)	2	0	760419	325184	31	31
(2, 13, 0)	1	0	83504	29025	15	14
(13, 2, 0)	2	0	30093	231829	17	17
(2, 14, 0)	1	0	165018	609089	20	19
(14, 2, 0)	2	0	454979	368445	23	23
(2, 15, 0)	1	0	377167	324463	21	20
(15, 2, 0)	1	0	277307	268718	17	16
(3, 4, 0)	2	0	110127	334966	9	9
(4, 3, 0)	1	0	429146	352144	13	12
(3, 5, 0)	2	0	95604	41732	10	10
(5, 3, 0)	2	0	551556	216041	18	18
(3, 6, 0)	2	0	96422	48308	10	10
(6, 3, 0)	2	0	717065	479007	30	30
(3, 7, 0)	2	0	93834	43923	10	10
(7, 3, 0)	2	0	362306	433559	24	24
(3, 8, 0)	2	0	118854	21962	8	8
(8, 3, 0)	1	0	108815	172523	13	12
(3, 9, 0)	2	0	95331	17367	10	10
(9, 3, 0)	2	0	243445	279427	19	19
(3, 10, 0)	2	0	103257	67912	8	8
(10, 3, 0)	2	0	884733	444448	33	33
(3, 11, 0)	2	0	95434	17379	10	10
(11, 3, 0)	1	4	324048	409872	17	16
(3, 12, 0)	2	0	107335	12935	10	10
(12, 3, 0)	2	0	906826	873240	46	46
(3, 13, 0)	2	0	106567	9501	10	10
(13, 3, 0)	2	0	77460	82873	12	12
(3, 14, 0)	2	0	110631	116412	10	10
(14, 3, 0)	2	0	536731	290473	24	24
(3, 15, 0)	2	0	96695	62985	10	10
(15, 3, 0)	2	0	728449	878893	40	40
(4, 5, 0)	1	0	619780	571972	22	21
(5, 4, 0)	2	0	156876	399334	13	13
(4, 6, 0)	1	0	484369	456896	16	15
(6, 4, 0)	2	0	577405	599844	26	26
(4, 7, 0)	1	0	656385	439740	27	26
(7, 4, 0)	2	0	289910	704880	31	31
(4, 8, 0)	1	0	579361	299627	23	22
(8, 4, 0)	1	0	109373	334993	14	13
(4, 9, 0)	1	0	484307	178366	15	14
(9, 4, 0)	2	0	255545	689496	24	24
